total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
1000.9143099186373,334,334,0,1,0.0014970059880239522,0.2627206867471159,0.000786588882476395
1000.7099096248653,335,335,0,0,0.0,0.0,0.0
1002.2787804555546,331,331,0,0,0.0,0.0,0.0
1001.7580433092949,333,333,0,0,0.0,0.0,0.0
1000.7584381217794,330,330,0,0,0.0,0.0,0.0
1001.3957275133963,338,338,0,0,0.0,0.0,0.0
1002.6539038469817,337,337,0,0,0.0,0.0,0.0
1002.2549513079678,340,340,0,0,0.0,0.0,0.0
1001.0356323280232,335,335,0,0,0.0,0.0,0.0
1001.506850401532,329,329,0,0,0.0,0.0,0.0
1000.1110462367225,334,334,0,0,0.0,0.0,0.0
1001.2293664480524,338,338,0,0,0.0,0.0,0.0
1000.9906999659696,331,331,0,0,0.0,0.0,0.0
1001.8815336060503,335,335,0,0,0.0,0.0,0.0
1001.201273911818,332,332,0,0,0.0,0.0,0.0
1002.0085353393204,334,334,0,1,0.0014992503748125937,1.0869639543998346,0.003254383097005493
1000.75028799153,332,332,0,0,0.0,0.0,0.0
1000.3641700059003,334,334,0,0,0.0,0.0,0.0
1000.9951207626425,333,333,0,0,0.0,0.0,0.0
1002.4664733966745,335,335,0,1,0.0014925373134328358,0.45234957450190905,0.0013502972373191314
1001.8810020719268,336,336,0,0,0.0,0.0,0.0
1002.2788622383551,332,332,0,0,0.0,0.0,0.0
1001.2839528872298,331,331,0,0,0.0,0.0,0.0
1001.4257886550156,334,334,0,0,0.0,0.0,0.0
1000.6390125992878,340,340,0,0,0.0,0.0,0.0
1001.0272680108683,334,334,0,0,0.0,0.0,0.0
1000.2740892450337,332,332,0,0,0.0,0.0,0.0
1000.7844115930853,331,331,0,0,0.0,0.0,0.0
1001.7800588410607,340,340,0,0,0.0,0.0,0.0
1000.6624184071653,335,335,0,0,0.0,0.0,0.0
