total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
1001.2820894274097,333,333,0,0,0.0,0.0,0.0
1002.4874461640463,335,335,0,0,0.0,0.0,0.0
1001.3988030909944,331,331,0,0,0.0,0.0,0.0
1002.476110896329,336,336,0,0,0.0,0.0,0.0
1001.2103153734606,334,334,0,0,0.0,0.0,0.0
1000.711307182375,328,328,0,0,0.0,0.0,0.0
1001.7812710598157,333,333,0,0,0.0,0.0,0.0
1002.52276856525,330,330,0,0,0.0,0.0,0.0
1000.452451584991,335,335,0,0,0.0,0.0,0.0
1002.5806352311255,336,336,0,0,0.0,0.0,0.0
1000.693296553534,333,333,0,0,0.0,0.0,0.0
1001.774979223071,333,333,0,0,0.0,0.0,0.0
1001.2905161832068,338,338,0,0,0.0,0.0,0.0
1000.1744187792812,329,329,0,0,0.0,0.0,0.0
1001.7980200682293,332,332,0,0,0.0,0.0,0.0
1000.6360864633483,330,330,0,0,0.0,0.0,0.0
1000.5711050607603,335,335,0,0,0.0,0.0,0.0
1000.7133410746422,334,334,0,0,0.0,0.0,0.0
1001.2906175762239,334,334,0,0,0.0,0.0,0.0
1001.2937466623661,339,339,0,0,0.0,0.0,0.0
1000.1533118128052,331,331,0,0,0.0,0.0,0.0
1001.4576415219675,332,332,0,0,0.0,0.0,0.0
1001.7804116360675,327,327,0,0,0.0,0.0,0.0
1000.9525996220624,334,334,0,0,0.0,0.0,0.0
1000.9289813457835,337,337,0,0,0.0,0.0,0.0
1000.8295575747647,333,333,0,0,0.0,0.0,0.0
1002.5538305623542,332,332,0,0,0.0,0.0,0.0
1000.204677002392,328,328,0,0,0.0,0.0,0.0
1000.5356390729878,338,338,0,0,0.0,0.0,0.0
1000.3605461652622,336,336,0,0,0.0,0.0,0.0
