total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
1000.5509440000867,944,962,0,27,7.640419947506562,28.35995920365997,7.915842422121333
1001.0201805585012,907,951,0,60,35.55465805061928,68.94229111333061,36.97099684760129
1006.1101188696293,998,1000,0,62,25.195292939409114,60.444434677606296,24.793346560619582
1000.2842531586845,952,985,0,38,10.270144628099173,36.29201445937497,10.441483468034763
1000.0841531099318,948,948,0,35,11.171413502109704,29.47917800247069,10.932198158236417
1001.0301571260756,952,1000,0,105,45.383905689390055,102.84666234054987,45.52508208243976
1000.977241660333,991,1000,0,81,48.949748743718594,73.11133743487932,48.63256297145672
1000.0233924970387,965,969,0,27,8.341955509570615,26.769583296714586,8.269870128344872
1002.2640359155221,949,1000,0,59,18.35574948665298,53.55431103016224,18.068347113520577
997.9381337657815,1000,1000,0,51,22.7665,60.021156712672564,22.191298902737252
1001.2674917620283,977,1000,0,66,23.536437246963562,70.7930061848067,23.564239127996764
1002.9010065360757,949,1000,0,67,29.549794661190965,73.76986500053022,29.707751434753664
983.8055045265783,1000,1000,0,65,26.728,59.82235478259736,25.657935163438555
1000.3730587381942,957,1000,0,82,45.35685071574642,89.12247924134283,45.933493805802236
1000.303469211228,980,1000,0,37,20.086912582112177,37.84913802932104,20.06532879513174
1000.2723759248928,940,1000,0,72,37.83135636926251,75.41413215181421,37.63031087046572
1000.1730032033586,935,975,0,52,17.665269774751177,57.24283355252362,18.163511829809906
1000.3118012655242,997,998,0,26,6.849548645937814,26.408136093139888,6.961613518756332
1000.782661343493,963,972,0,44,18.688728024819028,48.17991706322499,19.048788691758187
991.8534409485519,1000,1000,0,35,11.527,32.15917787096794,11.097248516874751
1002.0334864547054,991,1000,0,37,12.142211055276382,33.63136881133903,11.671101516354923
982.2714938312585,1000,1000,0,53,27.002,46.567005691143265,26.163501314851356
1000.4561532999711,992,1000,0,56,20.114515318935208,50.608878923638144,19.36419561206081
1000.1144254270712,964,999,0,36,12.089194699286443,32.70873749385305,11.801680129350867
999.3242431285921,1000,1000,0,49,14.721,43.90652829851126,14.186611499214287
997.6859214460985,1000,1000,0,33,12.387,28.292008058516984,12.188338291286446
1000.9732010893663,997,1000,0,88,37.10671342685371,86.65402365456669,37.35828224624069
1000.3934886277912,935,968,0,52,13.407991587802313,50.34676016812898,13.09985104367535
1001.5256195591472,967,997,0,53,26.0,52.95978801092531,26.1109457238708
1002.4328548475918,965,1000,0,64,25.887474541751526,69.35194303420633,25.8572699074173
