total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
1000.5062037712619,332,332,0,0,0.0,0.0,0.0
1000.4140859068018,332,332,0,0,0.0,0.0,0.0
1001.4459284054108,335,335,0,1,0.0014925373134328358,0.9415470763240705,0.002810588287534539
1000.5423475780507,338,338,0,0,0.0,0.0,0.0
1000.6600763977249,332,332,0,0,0.0,0.0,0.0
1002.2822822677762,331,331,0,0,0.0,0.0,0.0
1001.8612997465294,334,334,0,0,0.0,0.0,0.0
1001.6248029987324,331,331,0,0,0.0,0.0,0.0
1002.3296880202897,331,331,0,1,0.0015128593040847202,0.19683071172985933,0.0005946547182170977
1001.8242945966958,337,337,0,1,0.0014858841010401188,0.10161306471832177,0.00030152244723537615
1000.3907372569156,336,336,0,0,0.0,0.0,0.0
1000.642994890205,331,331,0,1,0.0015128593040847202,0.09728697878537673,0.0002939183649105037
1000.4502092458613,338,338,0,1,0.0014814814814814814,0.055330708931705885,0.0001637003222831535
1002.3714726523286,335,335,0,0,0.0,0.0,0.0
1001.370111692822,332,332,0,0,0.0,0.0,0.0
1002.0143534482957,337,337,0,1,0.0029717682020802376,0.3607729078507873,0.0016831274511045994
1001.0547435531195,334,334,0,1,0.0029985007496251873,1.3833377916519112,0.0047590091287599175
1000.502782367563,327,327,0,1,0.0015290519877675841,0.07027510284638083,0.00021490857139566005
1000.4356985725319,333,333,0,1,0.0015037593984962407,0.49419350854930144,0.0014840645902381424
1000.7602220090783,339,339,0,0,0.0,0.0,0.0
1001.4740294004972,337,337,0,1,0.0014858841010401188,0.6305428186982454,0.0018710469397574046
1000.2362226686733,333,333,0,0,0.0,0.0,0.0
1000.8397803438279,331,331,0,1,0.0015105740181268882,0.39262195243782116,0.001186169040597647
1000.8451580310549,332,332,0,0,0.0,0.0,0.0
1000.8155082700212,331,331,0,1,0.0015105740181268882,0.8216307628867412,0.0024822681658209704
1002.5459634942551,332,332,0,1,0.0015082956259426848,0.1797461149915307,0.0005414039608178635
1000.2308566555076,333,333,0,0,0.0,0.0,0.0
1001.0826071067564,336,336,0,0,0.0,0.0,0.0
1000.483035210862,333,333,0,0,0.0,0.0,0.0
1002.9889419895323,335,335,0,1,0.0014970059880239522,0.3302784304293027,0.0009859057624755304
