total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
1000.0,994,998,0,11,1.707035175879397,15.361828241489661,1.5582248675916728
1000.0,960,960,0,24,2.6094890510948905,1000.0,4.165723388522575
1000.0,1069,1069,0,22,3.447565543071161,1000.0,3.967236867956413
1001.0,1003,1003,0,20,1.9820448877805485,16.867038271815318,1.7079796047133313
1000.0,1013,1013,0,11,1.7748148148148148,9.0,1.552847966361388
1000.0,979,979,0,16,2.428717424629535,1000.0,4.189256082227188
1000.0,974,981,0,13,2.1172555043522787,10.785797825012537,1.9567006729870593
1001.0,932,932,0,17,1.4011815252416757,1001.0,3.416837237869611
1000.4167800178058,925,925,0,16,1.3428880475932936,11.678172137493107,1.1392552494519335
1000.7292482535321,975,975,0,21,2.414571575166752,1000.7292482535321,3.176452515102996
1000.0,966,966,0,8,1.129984464008286,6.416480239877842,0.9885786788795387
1001.0,944,944,0,12,1.9151643690349947,8.198156347641998,1.7539541867097228
1000.2164922434422,983,986,0,26,3.496695475343162,17.08300613750191,3.0589008752616116
1000.7904722869687,991,992,0,11,1.3791014639071175,8.765799969898296,1.2615688963599714
1000.0,970,974,0,12,2.024201853759011,9.777344694651404,1.7434630223263416
1001.0,981,981,0,10,1.5466598674145844,8.739726172245156,1.3412650010349836
1000.0,990,992,0,22,2.0454545454545454,13.159009810795567,1.6864629507581566
1000.0,978,979,0,23,2.7145780051150896,17.0,2.43602248250643
1000.0,987,987,0,14,1.9771920932589964,10.063206246120245,1.8212644607324746
1000.2073772587379,989,993,0,10,1.4025252525252525,7.923243863572907,1.2260440058848188
1000.0197374571094,972,975,0,15,2.0575835475578406,12.19377437350795,1.859160571285193
1000.0,985,985,0,18,2.758638211382114,14.0,2.4357872736702872
1000.5759817461541,985,985,0,15,2.2625698324022347,14.73211083195136,2.034258052897337
1000.0,966,971,0,9,1.2196382428940569,8.78691744210903,1.1214984173628206
1000.4615985275391,1003,1004,0,23,2.170074812967581,1000.4615985275391,3.8464075030648406
1003.0,982,982,0,12,1.8589613034623218,9.4158269397347,1.5998357163795098
1001.0,1010,1019,0,13,1.5732609768130241,1001.0,3.270070692333628
1000.0,1021,1021,0,16,2.544341009309162,1000.0,3.17529284773779
1000.1413873332268,1028,1030,0,15,2.2928015564202333,10.857401960874427,1.968700661095923
1002.0,935,935,0,9,1.277301927194861,8.195507264483531,1.212326885808738
