total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
1001.4026126171876,335,335,0,0,0.0,0.0,0.0
1000.8756658192493,334,334,0,0,0.0,0.0,0.0
1000.1170621629763,329,329,0,0,0.0,0.0,0.0
1001.2028208172989,335,335,0,0,0.0,0.0,0.0
1000.4245028733643,341,341,0,0,0.0,0.0,0.0
1001.8744932662117,330,330,0,0,0.0,0.0,0.0
1000.8061814563396,328,328,0,0,0.0,0.0,0.0
1000.1632482117143,337,337,0,0,0.0,0.0,0.0
1000.2910099850113,331,331,0,0,0.0,0.0,0.0
1002.3512504489725,339,339,0,0,0.0,0.0,0.0
1002.1282156926987,332,332,0,0,0.0,0.0,0.0
1000.4262618016918,334,334,0,0,0.0,0.0,0.0
1001.7237861036881,337,337,0,0,0.0,0.0,0.0
1000.0083388701293,335,335,0,0,0.0,0.0,0.0
1001.18715735882,329,329,0,0,0.0,0.0,0.0
1000.64788769991,334,334,0,0,0.0,0.0,0.0
1000.1889026917625,329,329,0,0,0.0,0.0,0.0
1002.448021514674,332,332,0,0,0.0,0.0,0.0
1000.2436396231187,332,332,0,0,0.0,0.0,0.0
1000.8284332593521,337,337,0,0,0.0,0.0,0.0
1001.23014325934,338,338,0,0,0.0,0.0,0.0
1001.1228430956678,333,333,0,0,0.0,0.0,0.0
1002.023916388739,338,338,0,0,0.0,0.0,0.0
1001.1324881287036,329,329,0,0,0.0,0.0,0.0
1001.9450323035154,332,332,0,0,0.0,0.0,0.0
1001.610876311831,329,329,0,0,0.0,0.0,0.0
1001.890523685601,338,338,0,0,0.0,0.0,0.0
1001.5889329012574,331,331,0,0,0.0,0.0,0.0
1000.2646464899957,333,333,0,0,0.0,0.0,0.0
1000.3945845272805,332,332,0,0,0.0,0.0,0.0
