total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
10000.0,9806,9809,0,24,2.166114311935961,19.0,1.8565119983178662
10000.0,9985,9985,0,21,2.042515899644449,17.509961876469788,1.7956054241025161
10001.0,9895,9899,0,19,1.9373989490703314,15.101010147142915,1.70782820094522
10000.0,9996,9996,0,21,2.2159971987394327,10000.0,2.9673009599639553
10001.0,9751,9752,0,20,2.055381775293575,15.63706062788151,1.8425193052850375
10000.51952813467,9929,9929,0,22,1.8615601551090295,16.166747274301997,1.6434280905347172
9946.0,10000,10000,0,33,2.70215,20.003745954376427,2.3446362805233845
10000.31131944736,9933,9935,0,18,1.9753347427766033,18.11363038039417,1.70677862981954
9920.0,10000,10000,0,21,2.17445,9920.0,2.869360688157673
10000.0,9972,9972,0,24,2.187735044877902,10000.0,4.961296885552495
10000.0,9953,9953,0,22,2.0869674437299035,10000.0,3.843940646595994
9931.591007765182,10000,10000,0,22,2.47265,17.0,2.166055812843206
9887.032025860128,10000,10000,0,29,2.05035,23.0,1.796335144177106
10000.0,9992,9994,0,25,2.8063450760608486,10000.0,4.434587882551535
10000.0,9903,9903,0,30,2.220449381469326,23.971891505541862,1.9527923263286124
10001.0,9879,9881,0,20,1.9745419576880252,15.133670175787529,1.7251951852242708
10000.857527034366,9966,9967,0,20,1.8545481912598465,19.0,1.6198679173260802
10000.23367087448,9764,9764,0,25,1.9604117586807335,10000.23367087448,2.770938245735518
10000.0,9852,9859,0,16,1.8040996499061344,14.971486759251093,1.605993454561582
10000.0,9932,9932,0,28,1.9018275185017368,22.48027040807756,1.6987152685160822
9992.59462538292,10000,10000,0,24,2.0721,17.0,1.7948294247322933
10000.0,9888,9902,0,26,2.278148372751162,19.548452705066666,2.0115840771149984
9962.0,10000,10000,0,17,1.89285,15.0,1.6514956854724998
10000.0,9957,9962,0,24,2.184465531957624,10000.0,3.9436003565244917
9981.058483478328,10000,10000,0,19,2.1552,18.0,1.9202962059000446
10000.0,9906,9913,0,22,2.07972952515517,21.0,1.8396002820343917
9977.326171308718,10000,10000,0,25,2.3787,19.628238917803174,2.0949926984088543
10000.0,9881,9889,0,23,2.02579927154998,10000.0,2.806487348482441
9873.0,10000,10000,0,25,2.36685,23.0,2.081213220777905
10000.0,9888,9889,0,22,2.2123893805309733,10000.0,3.956923822283201
