total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
10000.28417983494,4983,4983,0,8,0.22037129954841947,6.6602007385736215,0.22895696131010962
10000.090270893996,5012,5012,0,6,0.21839768532375536,5.751312436317676,0.2223547475118237
10001.520237953857,4873,4873,0,6,0.22442278091328888,6.864517970710949,0.2605462436700318
10002.956896063399,4981,4981,0,6,0.214436301576147,6.9233874311230466,0.22705890078244914
10002.663199593588,4876,4876,0,8,0.21402933032509486,5.571597173353894,0.2196056874443262
10000.223684282122,4943,4943,0,7,0.20404653515427415,7.008194587117032,0.2199275729945498
10000.111171692153,5030,5030,0,9,0.2193060940451337,10.954691245251524,0.23440628274859024
10003.91916439159,5104,5104,0,6,0.2181835994905457,6.610281890274905,0.24376227419057597
10001.52405083069,4991,4991,0,6,0.19757539324716963,5.614962233815277,0.21223874476123275
10000.636178490458,4957,4957,0,8,0.21204478967013013,6.226477228972726,0.22660877239021388
10000.121836188095,4926,4926,0,7,0.1917766497461929,10.852734956615222,0.20765708520921594
10000.140262298377,4978,4978,0,7,0.23302531137002813,7.290448737868246,0.24451339034110506
10001.514879713473,5071,5071,0,7,0.22652859960552268,8.216859487121383,0.23739757395365485
10000.425978186864,5042,5042,0,9,0.22124157080523602,7.727556554025796,0.24746428944188226
10000.735574128537,5045,5045,0,9,0.22537165510406343,8.60527830777329,0.24630901935312302
10000.199681075552,4981,4982,0,9,0.2371247866680052,8.903443446785332,0.2515337816230362
10000.241117082467,5131,5133,0,8,0.2363087117520951,6.6052604568312745,0.23655393626894305
10000.278018032717,4903,4903,0,6,0.21466449112788089,6.152683354417604,0.2169940553060461
10007.66826273461,4973,4973,0,5,0.20311714429361488,4.778570298215527,0.21039075837021454
10002.108104032774,4963,4963,0,5,0.19586901763224182,5.937768124377726,0.2047979178867195
10000.804382588913,5015,5015,0,6,0.21744765702891325,7.476942923486149,0.23004657382932744
10000.165136547923,4989,4989,0,5,0.19031870114251354,5.292499641870563,0.19915115971267275
10000.193144948744,4978,4978,0,6,0.22360622802611752,6.725034330846029,0.24189054580946234
10002.082698306958,4918,4918,0,6,0.2315200813421454,6.85016607304442,0.2529206424560962
10000.459326560998,5055,5055,0,6,0.21141669964384646,6.01905219055152,0.2144614715641658
10000.693811440004,5006,5006,0,7,0.22844870642293477,7.063135638151834,0.25645077687483553
10000.867220462305,5040,5040,0,6,0.22789959321361247,7.452817453568059,0.23951143106496978
10002.405300493596,5049,5049,0,7,0.2370010894325047,8.119829844144078,0.25125613062358154
10007.711735010325,4951,4951,0,7,0.24007675992324007,6.839729842135057,0.2599808790400565
10000.007524685876,5011,5011,0,6,0.22183414828859396,6.629492111237596,0.2376742586156268
