total_time,customers_served,customers_count,customers_out,max_queue,average_queue,max_waiting_time,average_waiting_time
1000.0,999,1040,0,51,16.866535819430815,47.208185611773956,16.180900548650328
1000.0,1001,1009,0,53,22.7715281234445,49.90261741505901,22.67433249308289
1001.0,983,983,0,32,9.559796437659033,1001.0,10.659427685164085
1001.7550528729906,984,1031,0,58,26.148957298907646,61.010951693917946,25.979675599232557
1000.0,987,1022,0,58,26.256474103585656,51.92475167771204,25.732035435001816
1000.6779187370386,911,1000,0,91,42.65706806282723,1000.6779187370386,43.35373739566836
1000.0,985,1015,0,72,35.918459229614804,1000.0,36.261084422113846
1001.0,1027,1054,0,42,20.845192307692308,1001.0,20.590083644358096
1000.0,966,989,0,50,11.733879222108495,39.63770256337648,11.486305735108468
1001.8361776663148,947,973,0,47,14.389265242313705,46.687843524765185,13.925225061985508
1000.0,982,1025,0,59,32.91824526420738,51.64136830063592,31.792627589188655
1000.0,1025,1031,0,54,20.947445255474452,42.97341094201238,19.63426254688816
1000.0,979,1067,0,98,38.930562347188264,93.10379478103869,36.33439557635984
1000.5645044295763,954,970,0,28,10.1201248049922,26.57053260018631,10.143812799900022
1000.444138308303,997,1059,0,82,34.30024330900243,1000.444138308303,32.34895299376566
1000.2546216010652,969,1006,0,42,14.481256332320163,1000.2546216010652,14.87055282451673
1000.0,991,1080,0,91,27.633333333333333,1000.0,25.79732701768366
1000.0,991,1056,0,71,33.91251221896383,1000.0,32.35057250627689
1001.0,967,1009,0,50,14.053670886075949,46.17605529304137,13.846498758405064
1000.0106662633973,962,988,0,68,32.095946639302205,62.8586835350244,32.1663014623575
1001.0,983,988,0,27,8.49238578680203,25.260785325087795,8.151963621241963
1001.0,972,1019,0,79,35.890954773869346,69.27308366926854,35.55866771017946
1000.0,963,975,0,27,8.891068662880743,1000.0,9.921282922699291
1000.3038280093459,1016,1032,0,63,30.44992672203224,1000.3038280093459,29.629130907536688
1000.0,956,1027,0,85,48.643794147325934,84.2680443232523,46.97240466340313
1000.0,924,951,0,28,10.330309498399146,1000.0,11.464723088281819
1000.4213117756183,953,980,0,47,24.757246376811594,1000.4213117756183,25.424296016365055
1000.0,970,982,0,40,13.54023577652486,34.2136939792814,13.300929453804581
1000.0,972,1048,0,77,41.56958890539871,1000.0,40.65122439679988
1001.0,976,984,0,41,14.894844308320572,37.348495803362425,14.969948569837648
